   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
   9.3632958801498127E+022   1.8726591760299626E+019   3.1286929800000006E-028
