   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
   9.3632958801498127E+022   4.4170600000000005E-034
